Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
Llama4,9,Llama4_run9.json,UserAccount,registerUser,+ registerUser (),True,1,,Create an unverified user account,0.5995054244995117
Llama4,9,Llama4_run9.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,9,Llama4_run9.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,9,Llama4_run9.json,UserProfile,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,9,Llama4_run9.json,WasteJourney,track,+ track (),True,10,,Get waste journey status,0.2300882190465927
Mistral,1,Mistral_run1.json,CollectionPoint,updateCollectionPoint,"+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : ValidationResult",True,20,,Create collection point,0.6439839601516724
Mistral,1,Mistral_run1.json,CollectionRequest,scheduleCollection,+ scheduleCollection (proposedTimeSlots : TimeRange[]) : Boolean,True,6,,Schedule collection service,0.7341967821121216
Mistral,1,Mistral_run1.json,NotificationService,sendNotification,"+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel, content : String)",False,,,Send verification email,0.4980415105819702
Mistral,1,Mistral_run1.json,Product,listProduct,"+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,5,,List product,0.6752339005470276
Mistral,1,Mistral_run1.json,Product,updateProductDetails,"+ updateProductDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,,Update product listing,0.6283436417579651
Mistral,1,Mistral_run1.json,RoleManager,assignRole,"+ assignRole (userId : UUID, role : UserRole) : ValidationResult",True,21,,Assign role,0.7166317701339722
Mistral,1,Mistral_run1.json,RoutePlan,planRoute,+ planRoute (waypoints : Coordinates[]) : Boolean,True,6,,Plan route,0.7169638872146606
Mistral,1,Mistral_run1.json,SearchFilter,filterProducts,"+ filterProducts (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : Product[]",True,14,,List product,0.34097564220428467
Mistral,1,Mistral_run1.json,ServiceProvider,updateServiceProviderProfile,"+ updateServiceProviderProfile (serviceAreas : String[], vehicleTypes : VehicleType[], availability : TimeRange[]) : ValidationResult",True,19,,Update service provider details,0.7599264979362488
Mistral,1,Mistral_run1.json,ServiceRequest,cancelRequest,+ cancelRequest (cancelledBy : UserProfile),True,12,,Confirm cancellation (notification),0.640204131603241
Mistral,1,Mistral_run1.json,TransportRequest,scheduleTransport,+ scheduleTransport (routePlan : RoutePlan) : Boolean,True,6,,Schedule transport,0.7399148941040039
Mistral,1,Mistral_run1.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,,Deactivate account,0.758351743221283
Mistral,1,Mistral_run1.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
Mistral,1,Mistral_run1.json,UserAccount,registerUser,"+ registerUser (name : String, email : String, password : String, address : Address) : ValidationResult",True,1,,Create an unverified user account,0.5995054244995117
Mistral,1,Mistral_run1.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,,Deactivate account,0.525833249092102
Mistral,1,Mistral_run1.json,UserAccount,verifyEmail,+ verifyEmail (token : String) : Boolean,True,1,,Verify email,0.7447591423988342
Mistral,1,Mistral_run1.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : Boolean",True,3,,Send password reset link email,0.6045156717300415
Mistral,1,Mistral_run1.json,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : Boolean",True,2,,Validate credentials,0.7220321893692017
Mistral,1,Mistral_run1.json,UserProfile,updateEmail,+ updateEmail (newEmail : String) : ValidationResult,True,4,,Send password reset link email,0.46310847997665405
Mistral,1,Mistral_run1.json,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,,Update user profile,0.759865403175354
Mistral,1,Mistral_run1.json,WasteJourney,addStage,+ addStage (stage : Stage),True,10,,Indicate suitable timeslot for collection,0.19235467910766602
Mistral,1,Mistral_run1.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (status : TrackingStatus),True,10,,Get waste journey status,0.5495561361312866
Mistral,10,Mistral_run10.json,CollectionPoint,updateCollectionPoint,"+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : Boolean",True,20,,Create collection point,0.6439839601516724
Mistral,10,Mistral_run10.json,CollectionRequest,scheduleCollection,"+ scheduleCollection (provider : ServiceProvider, scheduledTime : TimeRange) : Boolean",True,8,,Schedule collection service,0.7341967821121216
Mistral,10,Mistral_run10.json,NotificationService,sendNotification,"+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel, content : String) : Boolean",False,,,Send verification email,0.4980415105819702
Mistral,10,Mistral_run10.json,Product,listProduct,"+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean",True,5,,List product,0.6752339005470276
Mistral,10,Mistral_run10.json,Product,updateProductDetails,"+ updateProductDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean",True,13,,Update product listing,0.6283436417579651
Mistral,10,Mistral_run10.json,RoleManager,assignRole,"+ assignRole (userId : UUID, role : UserRole) : Boolean",True,21,,Assign role,0.7166317701339722
Mistral,10,Mistral_run10.json,SearchFilter,searchProducts,"+ searchProducts (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : Product[]",True,14,,List product,0.406833291053772
Mistral,10,Mistral_run10.json,ServiceProvider,updateProfile,"+ updateProfile (companyName : String, serviceAreas : String[], vehicleTypes : VehicleType[], availabilitySchedule : TimeRange[]) : ValidationResult",True,19,,Update user profile,0.759865403175354
Mistral,10,Mistral_run10.json,ServiceRequest,cancelRequest,+ cancelRequest (cancelledBy : UserProfile) : Boolean,True,12,,Confirm cancellation (notification),0.640204131603241
Mistral,10,Mistral_run10.json,TransportRequest,scheduleTransport,"+ scheduleTransport (provider : ServiceProvider, scheduledTime : TimeRange, routePlan : RoutePlan) : Boolean",True,9,,Schedule transport,0.7399148941040039
Mistral,10,Mistral_run10.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String) : Boolean,True,15,,Deactivate account,0.758351743221283
Mistral,10,Mistral_run10.json,UserAccount,login,"+ login (email : String, password : String) : Boolean",True,2,,Record login timestamp,0.29822415113449097
Mistral,10,Mistral_run10.json,UserAccount,logout,+ logout () : Boolean,True,16,,Deactivate account,0.3223247230052948
Mistral,10,Mistral_run10.json,UserAccount,registerUser,"+ registerUser (name : String, email : String, password : String, address : Address) : ValidationResult",True,1,,Create an unverified user account,0.5995054244995117
Mistral,10,Mistral_run10.json,UserAccount,resetPassword,+ resetPassword (email : String) : Boolean,True,3,,Send password reset link email,0.6045156717300415
Mistral,10,Mistral_run10.json,UserAccount,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,,Update user profile,0.759865403175354
Mistral,10,Mistral_run10.json,UserAccount,verifyEmail,+ verifyEmail (token : String) : Boolean,True,1,,Verify email,0.7447591423988342
Mistral,10,Mistral_run10.json,WasteJourney,updateTrackingStatus,"+ updateTrackingStatus (status : TrackingStatus, currentLocation : Address) : Boolean",True,10,,Get waste journey status,0.5495561361312866
Mistral,2,Mistral_run2.json,CollectionPoint,updateCollectionPoint,+ updateCollectionPoint (),False,,,Create collection point,0.6439839601516724
Mistral,2,Mistral_run2.json,CollectionRequest,scheduleCollection,+ scheduleCollection (),False,,,Schedule collection service,0.7341967821121216
Mistral,2,Mistral_run2.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Mistral,2,Mistral_run2.json,Product,listProduct,+ listProduct (),False,,,List product,0.6752339005470276
Mistral,2,Mistral_run2.json,Product,updateProductListing,+ updateProductListing (),False,,,Update product listing,0.8499071598052979
Mistral,2,Mistral_run2.json,RoleManager,assignRole,+ assignRole (),False,,,Assign role,0.7166317701339722
Mistral,2,Mistral_run2.json,RoutePlan,planRoute,+ planRoute (),False,,,Plan route,0.7169638872146606
Mistral,2,Mistral_run2.json,SearchFilter,searchProducts,+ searchProducts (),False,,,List product,0.406833291053772
Mistral,2,Mistral_run2.json,ServiceProvider,updateServiceProviderProfile,+ updateServiceProviderProfile (),False,,,Update service provider details,0.7599264979362488
Mistral,2,Mistral_run2.json,ServiceRequest,cancelRequest,+ cancelRequest (),False,,,Confirm cancellation (notification),0.640204131603241
Mistral,2,Mistral_run2.json,TransportRequest,scheduleTransport,+ scheduleTransport (),False,,,Schedule transport,0.7399148941040039
Mistral,2,Mistral_run2.json,UserAccount,deactivateAccount,+ deactivateAccount (),False,,,Deactivate account,0.758351743221283
Mistral,2,Mistral_run2.json,UserAccount,lockAccount,+ lockAccount (),False,,,Deactivate account,0.5353866219520569
Mistral,2,Mistral_run2.json,UserAccount,registerUser,+ registerUser (),False,,,Create an unverified user account,0.5995054244995117
Mistral,2,Mistral_run2.json,UserAccount,resetPassword,+ resetPassword (),False,,,Send password reset link email,0.6045156717300415
Mistral,2,Mistral_run2.json,UserAccount,verifyEmail,+ verifyEmail (),False,,,Verify email,0.7447591423988342
Mistral,2,Mistral_run2.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (),False,,,Generate and store password reset token,0.9069103598594666
Mistral,2,Mistral_run2.json,UserCredentials,validateCredentials,+ validateCredentials (),False,,,Validate credentials,0.7220321893692017
Mistral,2,Mistral_run2.json,UserProfile,updateProfile,+ updateProfile (),False,,,Update user profile,0.759865403175354
Mistral,2,Mistral_run2.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (),False,,,Get waste journey status,0.5495561361312866
Mistral,3,Mistral_run3.json,CollectionPoint,updateCollectionPoint,"+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : ValidationResult",True,20,,Create collection point,0.6439839601516724
Mistral,3,Mistral_run3.json,CollectionRequest,scheduleCollection,"+ scheduleCollection (provider : ServiceProvider, timeSlot : TimeRange) : Boolean",True,8,,Schedule collection service,0.7341967821121216
Mistral,3,Mistral_run3.json,NotificationService,sendNotification,"+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel) : Boolean",False,,,Send verification email,0.4980415105819702
Mistral,3,Mistral_run3.json,Product,listProduct,"+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean",True,5,,List product,0.6752339005470276
Mistral,3,Mistral_run3.json,Product,updateProductListing,"+ updateProductListing (productId : UUID, name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean",True,13,,Update product listing,0.8499071598052979
Mistral,3,Mistral_run3.json,RoleManager,assignRole,"+ assignRole (userId : UUID, role : UserRole) : Boolean",True,21,,Assign role,0.7166317701339722
Mistral,3,Mistral_run3.json,RoutePlan,planRoute,+ planRoute (waypoints : Coordinates[]),True,9,,Plan route,0.7169638872146606
Mistral,3,Mistral_run3.json,SearchFilter,searchProducts,"+ searchProducts (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : Product[]",True,14,,List product,0.406833291053772
Mistral,3,Mistral_run3.json,ServiceProvider,updateServiceProviderProfile,"+ updateServiceProviderProfile (serviceAreas : String[], vehicleTypes : VehicleType[], availability : TimeRange[]) : ValidationResult",True,19,,Update service provider details,0.7599264979362488
Mistral,3,Mistral_run3.json,ServiceRequest,cancelRequest,+ cancelRequest (canceller : UserProfile) : Boolean,True,12,,Confirm cancellation (notification),0.640204131603241
Mistral,3,Mistral_run3.json,TransportRequest,scheduleTransport,"+ scheduleTransport (provider : ServiceProvider, timeSlot : TimeRange) : Boolean",True,9,,Schedule transport,0.7399148941040039
Mistral,3,Mistral_run3.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,,Deactivate account,0.758351743221283
Mistral,3,Mistral_run3.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
Mistral,3,Mistral_run3.json,UserAccount,registerUser,"+ registerUser (name : String, email : String, password : String, address : Address) : ValidationResult",True,1,,Create an unverified user account,0.5995054244995117
Mistral,3,Mistral_run3.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,,Deactivate account,0.525833249092102
Mistral,3,Mistral_run3.json,UserAccount,verifyEmail,+ verifyEmail (token : String) : Boolean,True,1,,Verify email,0.7447591423988342
Mistral,3,Mistral_run3.json,UserCredentials,resetPassword,+ resetPassword (email : String) : Boolean,True,3,,Send password reset link email,0.6045156717300415
Mistral,3,Mistral_run3.json,UserCredentials,validatePassword,+ validatePassword (password : String) : Boolean,True,2,,Validate password strength,0.7000541090965271
Mistral,3,Mistral_run3.json,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,,Update user profile,0.759865403175354
Mistral,3,Mistral_run3.json,WasteJourney,addStage,+ addStage (stage : Stage),True,10,,Indicate suitable timeslot for collection,0.19235467910766602
Mistral,3,Mistral_run3.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (status : TrackingStatus),True,10,,Get waste journey status,0.5495561361312866
Mistral,4,Mistral_run4.json,CollectionPoint,updateCollectionPoint,"+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : Boolean",True,20,,Create collection point,0.6439839601516724
Mistral,4,Mistral_run4.json,CollectionRequest,scheduleCollection,+ scheduleCollection (proposedTimeSlots : TimeRange[]) : Boolean,True,6,,Schedule collection service,0.7341967821121216
Mistral,4,Mistral_run4.json,NotificationService,alertServiceProvider,"+ alertServiceProvider (provider : ServiceProvider, type : NotificationType, channel : NotificationChannel) : Boolean",False,,,Notify provider of status change,0.42989736795425415
